epoch;loss;val_loss
82;0.13224442718878118;0.12035913399353174
83;0.13224220592192243;0.12041678262911522
84;0.13222710922665812;0.12038191005042763
85;0.13224822623980367;0.12038405427877684
86;0.13218962207091023;0.1207021956282445
87;0.14546354770528494;0.1287141220454148
88;0.13954881784166848;0.12142074287817063
89;0.13295592708503762;0.11997083584569523
90;0.131811677096244;0.11942949348187279
91;0.13151784780153258;0.11931296103921282
92;0.13143202433279982;0.11919074465901214
93;0.13135330967380252;0.11919492439171532
94;0.13140892555076372;0.11942421430345526
95;0.13138173525750496;0.11910151708883074
96;0.13124150843424198;0.12023263019847136
97;0.1313186247734412;0.11914044984683844
98;0.14151228435937097;0.12562473067646993
99;0.13920539203322588;0.12250999210735711
100;0.1337781598935275;0.12127270269959764
101;0.13267990538097757;0.11986995680046204
102;0.1325745483201258;0.11973391298379096
103;0.1316191386270754;0.11921767249101244
104;0.1313540963293242;0.11915465490683445
105;0.1312708702863052;0.11915563140602124
106;0.13124958749099075;0.11907281598041576
107;0.1312403077896313;0.1191628604095054
108;0.13127097969626159;0.11905117973331612
109;0.1312444901365719;0.11901925103720983
110;0.13115703080312707;0.11904059658263111
111;0.1311533057630213;0.11898229543102942
112;0.13127767441080918;0.11929841731472456
113;0.1310702055083799;0.11896888960470674
114;0.13115662744901962;0.1189099635888247
115;0.13122725954976533;0.12040309000084078
116;0.14740314096935964;0.12452872081243357
117;0.13727999799599447;0.12188929386288788
118;0.13367936445761608;0.11990373008636575
119;0.13417040223628593;0.11971406287838053
120;0.13284596999930756;0.1202556163626959
121;0.13172992803817105;0.11934161624937505
122;0.13207737317569193;0.12016423754848067
123;0.132129766815979;0.12016439647189771
124;0.1320550989229025;0.11914109441047299
125;0.13223489874952923;0.11946501014628726
126;0.1314918166997553;0.11911552508837753
127;0.13114857852340428;0.11902533173369934
128;0.13124338047296777;0.11890489213775564
129;0.13108350977016278;0.11900320570770176
130;0.13102047819572643;0.11887753527848058
131;0.13098064746927882;0.11883987718625585
132;0.13107324603227774;0.11894338294586515
133;0.13108554469221556;0.1190968936953199
134;0.13102782626136208;0.11886439675547665
135;0.1310422164487917;0.11890459921858569
136;0.13103873230601265;0.11884690839331298
137;0.13157107237690724;0.11949281211920929
138;0.13109604531908714;0.11882820828669036
139;0.1309901596409877;0.11934349084221606
140;0.13135421951493312;0.1189735819507364
141;0.13274863002292922;0.16820075138782062
142;0.15378034768779686;0.12197758049977139
143;0.1344705109694093;0.12537618987907426
144;0.1328640547009451;0.12065945263662883
145;0.13217472587724804;0.11950031247866925
146;0.13178011940784376;0.11936867788596517
147;0.13165997092528242;0.1191987599926625
148;0.13151445841009465;0.11916101962385306
149;0.13149066463769019;0.11911864489833081
150;0.13146771483118283;0.11906143610985176
151;0.13146419093070638;0.11919857120001599
152;0.1314442989412627;0.1189940561557749
153;0.1317342807899908;0.1190891411917725
154;0.13139151387964962;0.11910057315427268
155;0.1314043032644711;0.11902595910221586
156;0.1313334128370248;0.11906636144542938
157;0.13145684159307866;0.11911662495465061
158;0.13150837822375516;0.1244925569463342
159;0.14244047432316823;0.12317323314791845
160;0.1352823639155981;0.12038097900026039
161;0.13272620296668677;0.11960339352173098
162;0.13242291292286948;0.12034286668546847
163;0.1328163024509667;0.12105406026491529
164;0.1327112580134085;0.11939631401536707
165;0.13256969633017995;0.1242994064222627
166;0.13207704540964707;0.12011811630400118
167;0.13210326328038702;0.12072024552236389
168;0.13313427276665848;0.11934517230300891
169;0.1312340042744145;0.11925844881609513
170;0.13418625509510665;0.1196569650791791
171;0.1326303307033093;0.11927164028171089
172;0.13190159039271565;0.11977586498086157
173;0.13123285516256808;0.11883777988843998
174;0.13107930298008932;0.12009531989779665
175;0.13099903148070893;0.11886978218232767
176;0.13097242053096705;0.11901571092657587
177;0.1308214204362757;0.11876179618167143
178;0.1308626090389826;0.11883039221005076
179;0.13090453024746543;0.11892673835836977
180;0.13089531357076775;0.1188264286636618
181;0.1307621823885499;0.11868273035274858
182;0.1308602692089862;0.1194546228134915
183;0.1313297345033779;0.11907852845860262
184;0.1375975915597288;0.13549212228227228
185;0.13970129908855541;0.1207742582268253
186;0.13432456242738616;0.1214825994238936
187;0.13301826901897565;0.11939327349029649
188;0.13167128260277727;0.11900617019766183
189;0.13153776740130485;0.11889465209610421
190;0.13147514846271852;0.11960735626523505
191;0.1320497803787897;0.12284474804127653
192;0.1324231845974815;0.11952197012647442
193;0.1313825650061487;0.11896862845683878
194;0.1314207774987027;0.11901256832998483
195;0.130945067610787;0.11876128719088509
196;0.131097277244475;0.11909003608344533
197;0.13094841158544127;0.11876065900992552
198;0.1309024232104165;0.1192873862498536
199;0.1308771031952152;0.11880926457141132
200;0.1307671801581534;0.11868165752649154
201;0.1308658127704782;0.11881344871042324
202;0.13088824182635048;0.11887759683298865
203;0.13078069413900031;0.11871605582004789
204;0.13078719610075032;0.1187024843700426
205;0.1307428691527466;0.11871139810320809
206;0.13074368416523205;0.1186172645240353
207;0.13073673356473667;0.11867365593746582
208;0.13085959757447582;0.11866933095906315
209;0.13067369981336105;0.11938120621645427
210;0.14690211420356816;0.1274583431067109
211;0.13593811457800764;0.12199041493012402
212;0.13240012421584152;0.11971406444591769
213;0.1317322793514623;0.11927932584950983
214;0.13135785147547244;0.11903680421321189
215;0.13112950673465865;0.11897932136379961
216;0.1311351488981174;0.11887423688398867
217;0.1309462587746002;0.11881347600850943
218;0.13098777662658598;0.1188778366183837
219;0.13092235814554298;0.11880629095341473
220;0.13084938957268785;0.11874875378501652
221;0.13113399334243517;0.11893788027870418
222;0.13085615414930257;0.11871764531228847
223;0.13075213767393384;0.11867870240352182
224;0.13069938778219636;0.11862578329518485
225;0.13070186907692263;0.1187447496164755
226;0.13079684294112404;0.11868539070226658
227;0.130895179441678;0.1193605315960547
228;0.138088026873445;0.12146583768211167
229;0.13458532119759647;0.12076295128497197
230;0.13282332663702734;0.11910234515945295
231;0.13303290362244002;0.1218429887290946
232;0.13258312712231587;0.11934238979073195
233;0.13178561158269647;0.11891689481759699
234;0.13115323612629487;0.11883367746208172
235;0.13086866259019544;0.11880936562020936
236;0.13093564568145466;0.11875743317137627
237;0.13081815297016375;0.11876525696919009
238;0.13074353512446682;0.11865908650154483
239;0.13071935603990656;0.11884116454526658
240;0.13074362549779428;0.11886898185902486
241;0.1307937706250714;0.1186588854840201
242;0.13068656847246524;0.11861342384770866
243;0.13069297463693966;0.11860732758098722
244;0.130644613923835;0.1187890078143633
245;0.1307228412397318;0.11862252222528206
246;0.1306747184049143;0.11859765663179088
247;0.13083447983038654;0.11866723606034377
248;0.13088049218758743;0.11931296864750295
249;0.1308233833936391;0.1188023311155893
250;0.13095237686214523;0.1187695198769444
251;0.1308301701315433;0.11866647124558094
252;0.13501009265241484;0.13175508866446228
253;0.13838501536678696;0.12135297624899685
254;0.13182642729183774;0.11920664932117621
255;0.1314214889671392;0.11925279115391818
256;0.13176168217777598;0.11885746750524213
257;0.13094872143917108;0.11975068995171131
258;0.13104327672765645;0.11878544775586315
259;0.13080162639189358;0.11874889018942408
260;0.13079740792353267;0.118716088594956
261;0.13073620992780513;0.11868256641130098
262;0.13068849847034691;0.11863855913405696
263;0.13065565598776077;0.11861361939796965
264;0.13065552206704545;0.11861845736246678
265;0.13063640581186603;0.11859329707198911
266;0.13065298435804937;0.11860608493501823
267;0.1311378595666105;0.11908171262360293
268;0.1311341317561046;0.11905513325320213
269;0.13100422392603317;0.11875483193903721
270;0.130769715294251;0.11860629486074196
271;0.13071343326814064;0.11858283913311399
272;0.130746666301994;0.11864427968888347
273;0.13075861283352308;0.11887559745845465
274;0.13716026719137078;0.13066797556786908
275;0.1376898623597894;0.11991893833191292
276;0.13218876438671134;0.11932134456249137
277;0.13195012416030458;0.1194398411100992
278;0.13218257281946102;0.11929691440979588
279;0.1313492171711286;0.11961265704507931
280;0.13157537462947122;0.11910821577728826
281;0.13143206258659304;0.11880754285167623
282;0.13149967111142682;0.1188992391112831
283;0.13168809660967426;0.11986820182791118
284;0.13528899775673478;0.12032694513404729
285;0.1327832114118598;0.1193037197194549
286;0.1317567596095954;0.11925481638325722
287;0.131388237908181;0.11908663286468477
288;0.13123680349379524;0.11881262822897484
289;0.13092329150908777;0.11896390784734942
290;0.13091955229856506;0.11878850245567528
291;0.13079702732764054;0.11872376418404276
292;0.1307525513698171;0.11868078884327542
293;0.13073475827433131;0.11870436741229125
294;0.1306827174585478;0.11866261335501999
295;0.13071620600341838;0.11862709565832494
296;0.13084729090837194;0.11875779990816514
297;0.13072481431603936;0.11914447109579963
298;0.1309314114050737;0.11923485506873165
299;0.13077741151771108;0.11865392741176699
300;0.13075317179750665;0.11867149250678637
301;0.13064818690867622;0.11861347209726716
302;0.1306367940841574;0.11862002624732856
303;0.1306218639503155;0.11860683793590343
304;0.13083144288254753;0.11934470947810363
305;0.13752181258648438;0.11999293432509463
306;0.1349600707900819;0.12164764332801888
307;0.13400278510014743;0.11930168228435394
308;0.13111790788422578;0.11882088396930021
309;0.13095189880700028;0.11877013864312286
310;0.1308197547095009;0.11870975382363208
311;0.1308023431098363;0.11869419065517367
312;0.13072165710664382;0.11866454611878276
313;0.13067603907749664;0.11862367238655849
314;0.1306552581775601;0.1186011813155652
315;0.13063949450347234;0.11865507300424606
316;0.13075989113058478;0.11867384608737011
317;0.13075540433856897;0.11861108091490784
318;0.1307852064795849;0.118577547653353
319;0.13068452299775316;0.11891284508533857
320;0.13082767106787888;0.11878622956502277
321;0.1309580756463365;0.11909473878095515
322;0.13083997170904646;0.11885732861571469
323;0.1306915087331163;0.11857344640264762
324;0.1306247423677502;0.11874901465569802
325;0.13077248910294376;0.11863330408041871
326;0.13062002416852464;0.11854836664917073
327;0.13060827781623857;0.1185811551967594
328;0.13072271212739978;0.11905462369848475
329;0.1308849725156947;0.11870118965125374
330;0.13067912625325068;0.11891734368759825
331;0.13082253824607737;0.11894564521740919
332;0.13931617677596966;0.1294632771406669
333;0.13628583669389105;0.12366601615436877
334;0.1328054151248873;0.12006467064655003
335;0.13166157245588672;0.11890432074178557
336;0.13090553747663833;0.11880690021878867
337;0.13077787062870522;0.11875695055153525
338;0.1307247102804466;0.1186807129515372
339;0.13069134106482425;0.11862971123745229
340;0.13064749714033352;0.11860270219938047
341;0.13062390010445377;0.11859399243720913
342;0.1306160212881222;0.1185865542344209
343;0.13067972437543748;0.11860857067618942
344;0.13062584818694173;0.11855924387556227
345;0.13062788695053956;0.11856540110418627
346;0.1305902300864853;0.11877825077219296
347;0.13327154357069562;0.1267619317181222
348;0.13676168740325223;0.12019067580230425
349;0.13316785360754077;0.12165547752510363
