epoch;loss;val_loss
0;0.44970855024998857;0.29999171860113855
1;0.30313762945278466;0.270780857623696
2;0.2832149872554533;0.2512526683758341
3;0.2736865771877286;0.24660859477244185
4;0.2676344974154073;0.23969039244333085
5;0.26549268816222155;0.24343346668392957
6;0.26339004817854217;0.24424206735542317
7;0.2641538694856237;0.23467568191280708
8;0.25985543127738847;0.23434407924778358
9;0.25810228868695484;0.23071087360535306
10;0.255234322441644;0.2415384698879443
11;0.26257304302393697;0.23323964689568566
12;0.2590268735055392;0.23243366568744336
13;0.2541792771235914;0.22950297578747902
14;0.25258421709600487;0.23748746326619372
15;0.2545827538573778;0.23125713094494338
16;0.2523254411790317;0.2293544654904417
17;0.25119520715200255;0.23167921097082467
18;0.2540617680118552;0.23180490000542148
19;0.2560376517033621;0.22698882061289025
20;0.2505231831220139;0.22934301565269577
21;0.2500093437454006;0.22707732048623053
22;0.24939966428378713;0.22914914687219193
23;0.2562508748536479;0.2319277817225395
24;0.25570212227112604;0.23296392795206036
25;0.2507136289354262;0.225622513300349
26;0.2488089034145753;0.22497468596865403
27;0.24828636556723957;0.22639615918033226
28;0.24967858668993045;0.22516365985177783
29;0.24809004779462374;0.22475255094947422
30;0.25345747281820996;0.22689866061995145
31;0.24911829180369122;0.2246342651488542
32;0.2512328766441524;0.22806421830139306
33;0.24915316191799586;0.2246676526753026
34;0.24983315916353774;0.22517481047880375
35;0.24890761118921173;0.22593287250223382
36;0.24882252184619433;0.22694163572205983
37;0.25031752840045546;0.22472610073714758
38;0.24646926843560335;0.22342076824839133
39;0.24710366237905967;0.22442794003186312
40;0.2483628486784789;0.2251538674138812
41;0.24826575869788808;0.22847327130312783
42;0.24718290050370084;0.2267189768255523
43;0.2497463185840335;0.2296261668664937
44;0.24971097353009028;0.22405817491842725
45;0.24670762275219024;0.22502396307445124
46;0.2478474040290477;0.2253330900767162
47;0.24646209251322104;0.22369148882924744
48;0.2458471560188596;0.22378771328834152
49;0.24566763039678097;0.22564274934539452
50;0.2463866477286657;0.22267731978225216
51;0.2453879841349962;0.22318913755043002
52;0.24551530154108872;0.22281010843487817
53;0.24621532917802288;0.2322862198083137
54;0.2521915627794666;0.2260129121168107
55;0.24728752988576122;0.2241196745005855
56;0.24745615166909163;0.2263194654318851
57;0.24644105182460818;0.22270478135822364
